pid, patent #, year,  tech area, title, city, state, country, url, status, cpc_class
pat0098,7807918,2010,Solar Mounting/Rack  ,Modular shade system,Richmond  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7807918.PN.&OS=PN/7807918&RS=PN/7807918,valid,F24J 2/04Ê(20130101); F24J 2/045Ê(20130101); F24J 2/541Ê(20130101); F24J 2/523Ê(20130101); F24J 2002/5468Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/14Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/44Ê(20130101); Y02E 10/47Ê(20130101)
pat0099,7807919,2010,Solar Inverter; Solar Monitoring,Apparatuses and methods to reduce safety risks associated with photovoltaic systems,Los Gatos  CA,CA,USA,http://www.google.com/patents?id=Ew_XAAAAEBAJ&zoom=4&dq=tigo%20energy&pg=PA9#v=onepage&q=tigo%20energy&f=false,invalid url,
pat0100,7808127,2010,Solar Monitoring,Multile input channel power control circuit ,Richardson  TX,TX,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7808127.PN.&OS=PN/7808127&RS=PN/7808127,valid,H02J 7/0055Ê(20130101)
pat0101,7812247,2010,Solar Mounting/Rack,Flexible photovoltaic array with integrated wiring and control circuitry  and associated methods ,Littleton  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7812247.PN.&OS=PN/7812247&RS=PN/7812247,valid,H01L 31/02008Ê(20130101); H01L 31/048Ê(20130101); Y02E 10/50Ê(20130101)
pat0102,7812592,2010,Solar Monitoring,Method of monitoring a photovoltaic generator ,Niestetal,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7812592.PN.&OS=PN/7812592&RS=PN/7812592,valid,G01R 31/405Ê(20130101); G01R 31/02Ê(20130101); H01L 31/042Ê(20130101)
pat0103,7813153,2010,Solar Inverter,Inverter,Niestetal,,Germany,http://www.google.com/patents?id=AGzXAAAAEBAJ&zoom=4&dq=solar%20inverter&pg=PA1#v=onepage&q=solar%20inverter&f=false,invalid url,
pat0104,7814899,2010,Solar Mounting/Rack  ,Solar panel mounting systems ,Los Angeles  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=20&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,valid,F24J 2/5211Ê(20130101); F24J 2/5262Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); F24J 2/4638Ê(20130101); F24J 2002/5279Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0105,7817419,2010,Solar Inverter,Solar inverter assembly,Wagen,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7817419,valid,H02J 7/35Ê(20130101)
pat0106,7819114,2010,Solar Mounting/Rack; Solar Inverter ,Plug and play solar panel assembly,Sunnyvale  CA,CA,USA,http://www.google.com/patents?id=61PYAAAAEBAJ&zoom=4&dq=solar%20inverter&pg=PA1#v=onepage&q=solar%20inverter&f=false,invalid url,
pat0107,7819913,2010,Solar Monitoring,UPS having solar powered battery charger ,Taipei Hsien,N/A,Taiwan,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7781913.PN.&OS=PN/7781913&RS=PN/7781913,valid,H02J 7/35Ê(20130101); H02J 9/062Ê(20130101); Y02B 10/72Ê(20130101)
pat0109,7823583,2010,Solar Mounting/Rack  ,Solar collector mounting array,Pasadena  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=19&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,valid,F24J 2/5207Ê(20130101); F24J 2/5211Ê(20130101); F24J 2/5245Ê(20130101); F24J 2/5254Ê(20130101); F24J 2/5262Ê(20130101); H01L 31/0422Ê(20130101); F24J 2002/4661Ê(20130101); F24J 2002/5215Ê(20130101); Y02B 10/12Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0110,7824189,2010,Solar Mounting/Rack;  ,Junction box for photovoltaic modules,Berwyn  PA,PA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7824189.PN.&OS=PN/7824189&RS=PN/7824189,valid,H01L 31/0485Ê(20130101); Y02E 10/50Ê(20130101)
pat0111,7824191,2010,Solar Inverter,Connector with conductor piercing prongs for a solar panel,Roanoke  TX,TX,USA,http://www.google.com/patents?id=uoDYAAAAEBAJ&zoom=4&dq=solar%20inverter&pg=PA1#v=onepage&q=solar%20inverter&f=false,invalid url,
pat0112,7832157,2010,Solar Mounting/Rack,MOUNTING SYSTEM FOR A SOLAR PANEL,Los Gatos  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7832157,valid,F24J 2/5211Ê(20130101); F24J 2/5262Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); F24J 2/4638Ê(20130101); F24J 2002/5279Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0113,7832267,2010,Site Assessment,Method for determining temporal solar irradiance values ,Boulder  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7832267.PN.&OS=PN/7832267&RS=PN/7832267,valid,G06F 17/5004Ê(20130101); G06F 17/5009Ê(20130101); F24J 2/461Ê(20130101); F24J 2200/04Ê(20130101); G06F 2217/78Ê(20130101); Y02B 10/20Ê(20130101)
pat0114,7834471,2010,Solar Monitoring,Spring powered electric energy storage system ,Waterford  MI,MI,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7834471.PN.&OS=PN/7834471&RS=PN/7834471,valid,F03G 1/02Ê(20130101); F03G 6/001Ê(20130101); H02P 9/04Ê(20130101); Y02B 10/20Ê(20130101); Y02B 10/30Ê(20130101); Y02B 10/70Ê(20130101); Y02E 10/38Ê(20130101); Y02E 10/46Ê(20130101); Y02E 10/725Ê(20130101)
pat0115,7834580,2010,Solar Monitoring,Solar powered apparatus ,West Kingston  RI,RI,USA,patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7834580.PN.&OS=PN/7834580&RS=PN/7834580,invalid url,
pat0116,7843085,2010,Solar Inverter,Systems for highly efficient solar power,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7843085,no abstract or claims,H02J 3/382Ê(20130101); H02M 2001/0077Ê(20130101); Y02B 10/14Ê(20130101); Y02E 10/563Ê(20130101); Y02E 10/58Ê(20130101)
pat0117,7843714,2010,Solar Inverter,Inverter  more specifically for photovoltaic plants ,Niestetal,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=71&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/p,invalid url,
pat0118,7844568,2010,Solar Monitoring,System and method for data processing and transferring in a multi computer environment for energy reporting and forecasting,Wilmington  DE,DE,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7844568,valid,G01R 21/01Ê(20130101); G01R 21/133Ê(20130101); G01R 21/1338Ê(20130101)
pat0119,7845128,2010,Solar Mounting/Rack  ,Unitized building integrated photovoltaic conversion module,Alameda  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7845128,valid,E04B 2/88Ê(20130101); H01L 31/02021Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0428Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/14Ê(20130101); Y02E 10/52Ê(20130101)
pat0120,7847181,2010,Solar Mounting/Rack  ,Building integrated photovoltaic conversion system implemented with integrated control management units ,Alameda  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7847181,valid,E04B 2/88Ê(20130101); H01L 31/02021Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0428Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/14Ê(20130101); Y02E 10/52Ê(20130101)
pat0121,7847436,2010,Solar Monitoring,Modular power supply ,Milpitas  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7847436,valid,H02M 7/49Ê(20130101)
pat0122,7849849,2010,Solar Mounting/Rack  ,Frame assembly for mounting solar modules ,Rangsdorf,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=17&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,invalid url,
pat0123,7855473,2010,Solar Inverter,Apparatus for phase rotation for a three-phase AC circuit ,Petaluma  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7855473,valid,H02J 3/26Ê(20130101); Y02E 40/50Ê(20130101)
pat0124,7856769,2010,Solar Mounting/Rack  ,Rack assembly for mounting solar modules,Berkeley  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=16&f=G&l=50&d=PTXT&s1=mounting.TI.&s2=solar.TI.&co1=AND&p=1&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,invalid url,
pat0125,7858874,2010,Solar Mounting/Rack  ,Continuous circuit overlay solar shingles,Kensington  MD,MD,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7858874.PN.&OS=PN/7858874&RS=PN/7858874,valid,E04D 1/26Ê(20130101); E04D 1/34Ê(20130101); H01L 31/0482Ê(20130101); H01L 31/0483Ê(20130101); H01L 31/05Ê(20130101); E04D 2001/3429Ê(20130101); H01R 4/58Ê(20130101); Y02B 10/12Ê(20130101); Y02E 10/50Ê(20130101)
pat0126,7861422,2011,Site Assessment,Skyline imaging system for solar access determination ,Sebastopol  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=306&f=G&l=50&d=PTXT&s1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+OR+%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29%29+AND+%28%28%28%28%28%28%28%28%28mapping.CLTX.+or+mapping.DCTX.%29+OR+%28estimation.CLTX.+or+estimation.DCTX.%29%29+OR+%28obstruction.CLTX.+or+obstruction.DCTX.%29%29+OR+%28potential.CLTX.+or+potential.DCTX.%29%29+OR+%28site.CLTX.+or+site.DCTX.%29%29+OR+%28terrain.CLTX.+or+terrain.DCTX.%29%29+OR+%28access.CLTX.+or+access.DCTX.%29%29+OR+%28azimuth.CLTX.+or+azimuth.DCTX.%29%29+OR+%28survey.CLTX.+or+survey.DCTX.%29%29%29&p=7&OS=+%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29&RS=%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29,invalid url,
pat0127,7866098,2011,Solar Mounting/Rack,MOUNTING SYSTEM FOR A SOLAR PANEL,Saratoga  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7866098,valid,F24J 2/5211Ê(20130101); F24J 2/5262Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); F24J 2/4638Ê(20130101); F24J 2002/5279Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0128,7866099,2011,Solar Mounting/Rack  ,Mounting structure of solar cell module,Osaka-shi,,Japan,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=14&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,valid,F24J 2/5211Ê(20130101); F24J 2/5262Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); F24J 2/4638Ê(20130101); F24J 2002/5279Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0131,7872375,2011,Solar Monitoring,Multiple bi-directional input/output power control system ,Detroit  MI,MI,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=188&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat0132,7873490,2011,Site Assessment,Solar access measurement device ,Sebastopol  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=299&f=G&l=50&d=PTXT&s1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+OR+%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29%29+AND+%28%28%28%28%28%28%28%28%28mapping.CLTX.+or+mapping.DCTX.%29+OR+%28estimation.CLTX.+or+estimation.DCTX.%29%29+OR+%28obstruction.CLTX.+or+obstruction.DCTX.%29%29+OR+%28potential.CLTX.+or+potential.DCTX.%29%29+OR+%28site.CLTX.+or+site.DCTX.%29%29+OR+%28terrain.CLTX.+or+terrain.DCTX.%29%29+OR+%28access.CLTX.+or+access.DCTX.%29%29+OR+%28azimuth.CLTX.+or+azimuth.DCTX.%29%29+OR+%28survey.CLTX.+or+survey.DCTX.%29%29%29&p=6&OS=+%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29&RS=%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29,invalid url,
pat0133,7884278,2011,Solar Inverter; Solar Monitoring,Apparatuses and methods to reduce safety risks associated with photovoltaic systems ,Los Gatos  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=66&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H01L 31/02021Ê(20130101); H02J 3/383Ê(20130101); Y02E 10/563Ê(20130101)
pat0134,7884500,2011,Solar Inverter,High voltage array converter,Sunnyvale  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7884500,valid,H01L 31/02021Ê(20130101); H02J 3/382Ê(20130101); H02M 7/48Ê(20130101); Y02E 10/50Ê(20130101)
pat0135,7888584,2011,Solar Mounting/Rack  ,Solar cell  module  array  network  and power grid ,Aloha  OR,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7888584.PN.&OS=PN/7888584&RS=PN/7888584,valid,H01L 31/042Ê(20130101); H01L 31/0422Ê(20130101); H02J 7/355Ê(20130101); Y02E 10/50Ê(20130101)
pat0136,7888587,2011,Solar Mounting/Rack  ,Modular shade system with solar tracking panels,Richmond  CA,WA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7888587.PN.&OS=PN/7888587&RS=PN/7888587,valid,F24J 2/04Ê(20130101); F24J 2/045Ê(20130101); F24J 2/541Ê(20130101); F24J 2/523Ê(20130101); F24J 2002/5468Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/14Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/44Ê(20130101); Y02E 10/47Ê(20130101)
pat0137,7890217,2011,Solar Monitoring,Integrated real-time power and solar farm control system ,Schenectady  NY,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=179&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat0138,7893346,2011,Solar Inverter;  ,Integrated voltaic energy system ,Glen Mills  PA,PA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7893346.PN.&OS=PN/7893346&RS=PN/7893346,valid,H01L 31/042Ê(20130101); H02J 3/382Ê(20130101); Y02E 10/563Ê(20130101)
pat0139,7896000,2011,Solar Mounting/Rack  ,Integrated thermal and photovoltaic solar collector and method for operation and mounting an array of solar collectors ,Vaughn ,,Canada,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=13&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,no CPC,
pat0140,7898112,2011,Solar Monitoring,Apparatuses and methods to connect power sources to an electric power system,Los Gatos  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=178&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat0141,7899035,2011,Solar Inverter,Communication structure for solar inverters,Vienna  Austria - Siemens NJ office,,Austria,http://www.google.com/patents?id=yA8dAQAAEBAJ&zoom=4&dq=%22Solar%20inverter!%22&pg=PA1#v=onepage&q=%22Solar%20inverter!%22&f=false,invalid url,
pat0142,7900361,2011,Solar Inverter; Solar Monitoring,Current bypass for distributed power harvesting systems using DC power sources,Herzelia,,Israel,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7900361.PN.&OS=PN/7900361&RS=PN/7900361,valid,H02J 1/12Ê(20130101); H02J 3/382Ê(20130101); H02M 3/1584Ê(20130101); H02M 2001/007Ê(20130101)
pat0143,7900407,2008,Solar Mounting/Rack,Interconnected solar module design and system,Berkley CA,CA,USA,http://www.google.com/patents?id=DxEuAQAAEBAJ&zoom=4&dq=Solar%20Racking&pg=PA1#v=onepage&q=Solar%20Racking&f=false,invalid url,
pat0144,7906870,2011,Solar Inverter,System and method for anti-islanding  such as anti-islanding for a grid-connected photovoltaic inverter ,Bend  OR,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=61&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H02J 7/35Ê(20130101); H02J 9/062Ê(20130101); Y02B 10/72Ê(20130101)
pat0145,7908348,2011,Solar Mounting/Rack,Dynamic installation and uninstallation system of renewable energy farm hardware,Schenectady  NY,NY,USA,http://www.google.com/patents?id=D8lQAQAAEBAJ&zoom=4&dq=%22solar%20inverter%22&pg=PA1#v=onepage&q=%22solar%20inverter%22&f=false,invalid url,
pat0146,7913181,2011,Solar Monitoring,Method and Apparatus for Monitoring a Power System,Schenectady  NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=698&p=14&f=G&l=50&d=PG01&S1=%28%28solar.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29+OR+%28photovoltaic.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29%29&OS=+%28aclm/solar+and+%28aclm/monitor+or+aclm/monitoring%29%29+or+%28aclm/photovoltaic+and+%28aclm/monitor+or+aclm/monitoring%29%29&RS=%28%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29%29,valid,F24J 2/38 20130101; F24J 2002/0084 20130101; G01S 3/7861 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101
pat0147,7919953,2011,Solar Inverter,Solar power capacitor alternative switch circuitry system for enhanced capacitor life,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7919953,valid,G05F 5/00Ê(20130101)
pat0148,7921607,2011,Solar Mounting/Rack  ,Apparatus for mounting a solar panel or other article to a roof or other structure ,Novato  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=12&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,invalid url,
