No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,Solar Finance/ Business Model,Miscellaneous
360,2009,2010,19-Aug-10,US 2010/0206378 A1,"Robert W. Erickson, JR., Steven Croft, Shawn Everson, Aaron Schultz",MiaSole,Solar Inverter,"12/379,196",Thin-film photovoltaic power system with integrated low-profile high-efficiency inverter ,13-Feb-09,Start-up,Privately owned,Thin-film solar manufacturer,"Santa Clara, CA",CA,USA,A photovoltaic device including at least one photovoltaic cell and a transformerless inverter electrically coupled to the at least one photovoltaic cell. The at least one photovoltaic cell and the transformerless inverter are integrated into a photovoltaic package.,Inverter is coupled directly to the PV module,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=301&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,1,,,"U.S. patent application Ser. No. ______ (Attorney Docket Number 075122/0147), titled Thin-Film Photovoltaic Power Element With Integrated Low-Profile High-Efficiency DC/DC Converter, filed Feb. 13, 2009 is herein incorporated by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
361,2008,2010,4-Mar-10,US 2010/0052425 A1,"Jackson Moore, William L. Erdman, Edward Robert Nelson",OptiSolar Inc,Solar Inverter,"12/230,381",Networked multi-inverter maximum power point tracking,28-Aug-08,Start-up,Privately owned,"Inverter, monitoring services manufacturer","Hayward, CA",CA,USA,"A group of solar power stations with inverters are adjusted in order to achieve optimum power output in accordance with maximum power-point tracking (MPPT). The MPPT data is used to perform adjustments. Power measurement factors, including Maximum Power Points (MPPs) are established to represent a bus-voltage setting that produces the maximum power output from an individual photovoltaic panel. These settings are established for the group so as to optimize power output under a variety of operating conditions.",Inverters are configured with MMPT for solar power stations,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100052425%22.PGNR.&OS=DN/20100052425&RS=DN/20100052425,1,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,http://www.opti-solar.com/index.html,,TRUE,FALSE,FALSE,,,
362,2010,2010,23-Sep-10,US 2010/0236612 A1,"Sayed Ali Khajehoddin, Praveen Jain, Alireza Bakhshai",PARTEQ RESEARCH & DEVELOPMENT INNOVATIONS; Queens College,Solar Inverter,"12/709,166",Inverter for a Distributed Power Generator ,19-Feb-10,Established,Educational ,Commercialization group at Queens College Canada,Kingston,,Canada,"Provided is a maximum power point (MPP) tracker for a PV cell inverter, and a PV cell inverter. The MPP tracker decouples output power oscillations from the input power generation and extracts maximum available power from the PV cell. The PV cell inverter uses the MPP tracker and generates a sinusoidal output current from the MPP tracker output. The sinusoidal output current may be fed to a power distribution grid. The PV cell inverter may use a pulse width modulation technique to cancel harmonics in the sinusoidal output current. The circuits use a minimum number of components and avoid use of large electrolytic capacitors.",Inverter uses MPPT to improve efficiency,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100236612%22.PGNR.&OS=DN/20100236612&RS=DN/20100236612,2,,,"[0001] This application claims the benefit of the filing date of U.S. Provisional Patent Application No. 61/202,355, filed on Feb. 20, 2009, the contents of which are incorporated herein by reference in their entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,http://www.parteqinnovations.com/about.html,,TRUE,FALSE,FALSE,,,
363,2009,2010,14-Jan-10,US 2010/0008107 A1,"Regine MALLWITZ, Peter ZACHARIAS",SMA Solar Technology AG,Solar Inverter,"12/498,478",DC/DC CONVERTER,7-Jul-09,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"A direct current-direct current (DC/DC) converter operated in the resonant mode of operation for converting a direct input voltage into a direct output voltage with a bridge circuit located on the input side and incorporating switching elements, with a resonance circuit incorporating a resonance inductance and a resonance capacitance as well as with a high-frequency transformer for galvanic separation is disclosed, the transformer incorporates at least one primary winding and at least one secondary winding with at least two winding terminals each. The alternating current (AC) output of the bridge circuit is connected to the primary winding and a rectifier bridge with diodes to the secondary winding. A voltage boosting circuit array is connected downstream of the resonant circuit in such a manner that at least one additionally controllable switching element is contained, which is connected in parallel or in series to at least one additional diode or to at least one diode of the...",Converter is configured with a booster to increase efficiency,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=358&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=8&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,FALSE,,,
364,2010,2010,9-Sep-10,US 2010/0226160 A1,"Oliver Prior, Thomas Schroeder, Henrik Wolf",SMA Solar Technology AG,Solar Inverter ,"12/719,662",Power Generation System and Inverter for Feeding Power Into a Three-Phase Grid,8-Mar-10,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"A power generation system for feeding electrical power from a generation unit into a three-phase grid via three AC terminals is disclosed. The system includes a relay arrangement for disconnecting the system from the grid having at least three relays. Each of the three relays includes a control coil and two switching contacts operated by the corresponding control coil. Each of the AC terminals is connectable to the grid via a first and a second switching contact, each of which is assigned to a different one of the relays. Further disclosed are a relay arrangement and an inverter with a relay arrangement.",Inverters are arranged to enable DC to AC power grid in three phase. ,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=291&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,"[0001] This application claims the priority of European patent application EP 09003353.1, filed on Mar. 9, 2009, the disclosure of which is incorporated herein by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
365,2009,2010,26-Aug-10,US 2010/0213761 A1,"Mark McDonald, Jeremy Dittmer","SOLFOCUS, INC.",Solar Inverter,"12/393,009",Field Level Inverter Controller,25-Feb-09,,,,"Mountain View, CA",CA,USA,"The present invention is directed to an apparatus and method for improving the power output of a solar energy system. A field level inverter controller is described that may improve the power output of individual solar energy systems in a field of solar energy systems by controlling the inverter voltage applied to strings of solar energy units in a solar energy system connected in parallel to an inverter. An inverter load voltage for an improved power output may be calculated or derived empirically. An algorithm stored in the controller may calculate an improved load voltage for the inverters based on factors such as string geometry, solar movement and shade patterns generated by surrounding structures. Improved power output may be empirically determined by the field level inverter controller when the inverter controller directs an inverter to sweep a range of voltage values until a maximum output is detected.",Inverter has a controller built in to manage voltage,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=296&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,,,,"[0001] This application is related to McDonald, U.S. patent application Ser. No. 12/392,316, entitled ""Field Level Tracker Controller,"" (Attorney Docket No. SolfP157/SF-P176) filed on even date herewith and hereby incorporated by reference.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
366,2009,2010,25-Mar-10,US 2010/0071744 A1,"John Peurach, Carl J.S. Lenox, Jawid Arghestani",SunPower Corporation,Solar Monitoring;  Solar Inverter,"12/371,315",Photovoltaic Installation With Automatic Disconnect Device,13-Feb-09,Established ,Publicly Traded,PV systems maker,"Half Moon Bay, CA",CA,USA,"A PV installation comprises a PV array, an electrical interface connecting a utility power source to an electrical load, and a DC to AC inverter. A first set of wiring electrically connects the PV array to the inverter through a disconnect device and a second set of wiring electrically connects the inverter to the electrical interface. A control mechanism connects the disconnect device to the electrical interface so that when power from the electrical interface is removed, the PV array is electrically disconnected from the inverter. The disconnect device may be a remote disconnect device located at a position at or near the PV array, such as in the space beneath a roof supporting the PV array. A method electrically disconnects a PV array from electrical wiring at a site.",,Innovation is in monitpring an ,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=345&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,,Application Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,TRUE,,,
367,2009,2010,27-May-10,US 2010/0127571 A1,"Ron HADAR, Shmuel ARDITI",Tigo Energy,Solar Inverter,"12/567,169",Systems and Methods to Balance Solar Panels in a Multi-Panel System ,25-Sep-09,Start-up,Privately owned,Solar power management and optimization,"Los Gatos, CA",CA,USA,"Systems and methods to balance currents among a plurality of photovoltaic units connected in series. In aspect, a management unit is coupled between a photovoltaic energy production unit and a string of energy production units. The management unit has an energy storage element (e.g., a capacitor) connected to the photovoltaic energy production unit. The management unit further has a switch to selectively couple to the energy storage element and the photovoltaic energy production unit to the string. The management unit allows the current in the string to be larger than the current in the photovoltaic energy production unit.",,Inverter is coupled to power bus as part of a device and method for managing power output of PV modules,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=331&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,6,,,"[0001] This is a continuation application of application Ser. No. 12/411,317, filed Mar. 25, 2009, now U.S. Pat. No. 7,602,080, which claims the benefit of provisional application Ser. No. 61/200,601, filed Dec. 2, 2008 and provisional application Ser. No. 61/200,279, filed Nov. 26, 2008, the disclosures of which are hereby incorporated herein by reference.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
368,2010,2010,4-Nov-10,US 2010/0275991 A1,Palvin Chee Leong Chan,"WUXI SUNTECH POWER CO., LTD.",Solar Mounting/Rack; Solar Inverter,"12/768,637","Photovoltaic System, a Terminal Box Thereof and a Voltage Converting Device",27-Apr-10,,,,Wuxi,,China,"A photovoltaic system, a terminal box and a voltage converting device thereof is provided. The terminal box and the voltage converting device have a connector plug or a connector socket, wherein said connector plug and connector socket are electrically connected by plugging. The photovoltaic system comprises a solar module, the terminal box and the voltage converting device, the terminal box and the voltage converting device being electrically connected by plugging the connector plug and connector socket, and the converting device being fixed to the solar module through a support member. With this photovoltaic system, the installation manner, which is free from conducting wires, is convenient, reliable and cost-effective.",,Inverter is part of solar panel and terminal devices that are connected and easier to install,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=272&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,"[0001] This application claims priority to foreign Patent Application CN 200910137271.0, filed on Apr. 29, 2009, the disclosure of which is incorporated herein by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,TRUE,FALSE,,,
369,2007,2010,6-May-10,US 2010/0110742 A1,Richard T. West,,Solar Inverter,"12/530,196",BIPOLAR DC TO AC POWER CONVERTER WITH DC GROUND FAULT INTERRUPT,6-Mar-07,,,,"(San Simeon, CA)",CA,USA,An electrical power converter for converting power from a bipolar DC source to supply an AC load is disclosed. For one such embodiment the bipolar DC source is a photovoltaic array and the AC power is sourced into an electric power grid. The bipolar photovoltaic array has positive and negative voltage potentials with respect to earth ground. The converter is a utility interactive inverter which does not require an isolation transformer at the electric power grid interface. Embodiments of the invention include methods of detecting and interrupting DC ground faults in the photovoltaic array.,,Inverter is part of apparatus or converter to change Dc to AC power for grid.,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=336&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,1,,,"[0001] This application is a national phase of International Application No. PCT/US2007/005897, entitled ""BIPOLAR DC TO AC POWER CONVERTER WITH DC GROUND FAULT INTERRUPT"", which was filed on Mar. 6, 2007.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
370,2008,2010,25-Mar-10,US 2010/0073969 A1,"Satish Rajagopalan, Arshad Mansoor, Jih-Sheng Lai, Faisal Khan",,Solar Inverter,"12/234,156",PHOTOVOLTAIC INTEGRATED VARIABLE FREQUENCY DRIVE,19-Sep-08,,,,"(Knoxville, TN)",TN,USA,"A photovoltaic (PV) integrated variable frequency drive system having a variable frequency drive and an energy source. The variable frequency drive having a back end inverter, a DC bus electrically connected to the back end inverter, and an active front end electrically connected to the DC bus to facilitate bi-directional power flow to and from a power grid. The energy source being electrically connected to the DC bus.",Inverter is integrated with VF driver to increase efficiency in bi-directional power flow to and from grid. ,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=343&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,2,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
371,2008,2010,29-Apr-10,US 2010/0106339 A1,"Ruel Davenport Little, Zachary Adam King",,Solar Monitoring; Solar Inverter,"12/450,002",DATA ACQUISITION APPARATUS AND METHODOLOGY FOR SELF-DIAGNOSING OF AC MODULES,27-Feb-08,,,,"(Concord, MA)",MA,USA,"Method and apparatus for monitoring, measuring and recording the operating values of each of a plurality of inter-connected AC PV modules and performing a diagnostic analysis, including comparing the those operating values to each other and to operating values recorded at an earlier time to determine laminate degradation and the performance-attenuating effect of temperature, soiling, shading, and snow cover on the modules.",Inverter is configured to transmit data  from PV system,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=339&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,,
372,2009,2010,4-Nov-10,US 2010/0277001 A1,Robert Gregory Wagoner,,Solar Inverter,"12/505,858","Systems, Methods, and Apparatus for Converting DC Power to AC Power",20-Jul-09,,,,"(Roanoke, VA)",VA,USA,"Embodiments of the invention can provide systems, methods, and an apparatus for converting direct current (DC) power to alternating current (AC) power. According to one embodiment, a system for converting DC power to AC power can be provided. The system can include a DC power source electrically coupled to a DC-to-DC converter. The DC power source can be associated with a first ground, and the DC-to-DC converter can be operable to isolate the power provided by the DC power source from the first ground. The DC-to-DC converter can be further operable to condition the DC power and to provide the conditioned DC power to an inverter. The inverter can receive the conditioned DC power and can convert the conditioned DC power to AC power. The AC power can be associated with a second ground and can be provided to at least one load electrically coupled to the inverter.",,Inverter is part of set up for maximizing power conversion,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=271&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,
373,2009,2010,5-Aug-10,US 2010/0194202 A1,David Sun,,Solar Inverter,"12/322,390",System and method for integrated solar power generator with micro inverters,31-Jan-09,,,,"(San Diego, CA)",CA,USA,"Apparatuses, methods, and systems directed to an integrated solar electric power generation system. Some embodiments of the present invention comprise one or more integrated photovoltaic solar panels each incorporating one or more solar modules which convert Sun light energy to DC electric power and one or more micro inverters which convert DC power received from the solar modules to produce AC power. The integrated solar panel provides connections that can be easily connected to additional integrated photovoltaic solar panels. Other embodiments of the present invention can be used to connect multiple integrated solar panels through an AC bus to which an AC load center is connected and provides power to the application electrical power loads and/or a utility grid. Yet other embodiments of the present invention comprise one or more integrated solar panels that are connected through one or more local AC buses. The local AC buses are then connected through a main bus to an AC load center that provides power to the application electrical power loads and/or a utility grid.",Micro inverter is integrated into solar panel/module. ,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=308&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,1,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
374,2009,2010,11-Feb-10,US 2010/0032002 A1," Eric Seymour, Jack Arthur Gilmore",,Solar Mounting/Rack,"12/581,793",DEVICE SYSTEM AND METHOD FOR COUPLING MULTIPLE PHOTOVOLTAIC ARRAYS,19-Oct-09,,,,"Fort Collins, CO",CO,USA,"A photovoltaic system, method and apparatus are disclosed. In an exemplary embodiment, the system includes a power converter configured to convert power from one form to another form, and an interface portion adapted to couple to the power converter, a first photovoltaic array, a second photovoltaic array, and a third photovoltaic array. In variations, the interface portion is configured to modulate an application of a voltage from the first photovoltaic array to the second and third photovoltaic arrays so as to adjust a voltage applied from the three photovoltaic arrays to the power converter.",,Inverter is part of device to allow it to be coupled to multiple PV arrays,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=353&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=8&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,"[0001] This application is a continuation of U.S. patent application Ser. No. 12/189,187 entitled Device System and Method for Coupling Multiple Photovoltaic Arrays, filed Sep. 10, 2008.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
375,2009,2010,24-Jun-10,US 2010/0156188 A1,Oleg S. Fishman,,Solar Inverter,12/434641,"Solar Photovoltaic Power Collection via High Voltage, Direct Current Systems with Conversion and Supply to an Alternating Current Transmission Network ",2-May-09,,,,"(Maple Glen, PA)",PA,USA,Solar photovoltaic power is collected in a multiple nodal arrangement where the DC output voltage of each node is held constant while the DC current is allowed to vary based upon the maximum power point of the solar cells making up the solar power collectors in each node. The output of each solar power collection node is regulated by a node-isolated step-down current regulator that maintains a constant DC current output while the DC output voltage is allowed to vary. The outputs of all node-isolated step-down current regulators are connected together in series and fed to a plurality of regulated current source inverters that each convert input DC power into a three phase AC output. The AC outputs of the regulated current source inverters are connected to a phase shifting transformation network that supplies three phase electric power to a conventional AC electrical transmission system.,"System and apparatus for generating high voltage DC power from renewable sources, not co-located",,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=314&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,Related to patent: 8212408,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,FALSE,,,
376,2010,2010,2-Dec-10,US 2010/0302731 A1,"Michael A. Belikoff, Thomas Kuster, Christopher Thompson",,Solar Inverter,"12/722,027",Inverter Cooler,11-Mar-10,,,,"(Mendham, NJ)",NJ,USA,A DC to AC inverter used in a solar cell power system can include an improved structure for cooling itself and increasing power output.,Inverter cooling system; innovation in the inverter,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=259&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,"[0001] This application claims priority under 35 U.S.C. .sctn.119(e) to Provisional U.S. Patent Application Ser. No. 61/178,802 filed on May 15, 2009, which is hereby incorporated by reference.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,
377,2010,2010,19-Aug-10,US 2010/0207764 A1,"Thomas Mühlberger, Roland Prötsch",,Solar Inverter; Solar Monitoring,"12/733,391",METHOD FOR THEFT RECOGNITION ON A PHOTOVOLTAIC UNIT AND INVERTER FOR A PHOTOVOLTAIC UNIT ,26-Feb-10,,,,(Marchtrenk),,Austria,"The invention relates to a method for recognition of the theft of at least one solar module (5) on a photovoltaic unit with an inverter (1) an intermediate circuit (3), a DC-AC converter (4), at least one solar module (5) connected via connector lines (19) and a control device (8). A signal unit (19) which can be connected to the connector lines (9, 10), for generating and transmitting an electrical signal and a device for measuring and analyzing the signal received from the at least one solar module (5) are provided such that conclusions can be drawn about the theft of a solar module (5) from the received signal. According to the invention, reliable recognition of theft of a solar module (5) can be achieved by designing the signal unit (19) for generating varying electrical signals.",Anti-theft device is integrated with the inverter,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=299&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,,
378,2010,2010,11-Nov-10,US 2010/0283325 A1,"Andrea Marcianesi, David Martini, Simone Soldani",,Solar Inverter,"12/663,499",Delivery of Electric Power by Means of a Plurality of Parallel Inverters and Control Method Based on Maximum Power Point Tracking ,27-Jul-10,,,,(Arezzo),,Italy,"The system provides for one or more photovoltaic panels (3) or other energy sources, connected to a series of inverters (5) in parallel, the outputs of which are connected to a load (Z) and/or to an electricity distribution grid (7). One of the inverters operates as master unit and generates a power control signal in order to track the maximum power point that can be obtained from the panels (3). The other inverters operate as slave units. The control is performed so that all the inverters absorb a variable quantity of power according to the fluctuations in the power available at the output of the photovoltaic panels (3) or other source subject to fluctuations.",Inverter is arranged in a group with one master controlling MMPT,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=268&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,6,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,
379,2010,2010,2-Dec-10,US 2010/0301991 A1,"Guy Sella, Meir Adest, Meir Gazit, Lior Handelsman, Ilan Yoskovitch, Amir Fishelov, Yaron Binder, Yoav Galin",,Solar Monitoring; Solar Inverter,"12/788,066",THEFT DETECTION AND PREVENTION IN A POWER GENERATION SYSTEM,26-May-10,,,,"(Beit Aharon, IL)",,Israel,"A system for generation of electrical power including an inverter connected to a photovoltaic source including a theft prevention and detection feature. A first memory is permanently attached to the photovoltaic source. The first memory is configured to store a first code. A second memory is attached to the inverter. The second memory configured to store a second code. During manufacture or installation of the system, the first code is stored in the first memory attached to the photovoltaic source. The second code based on the first code is stored in the second memory. Prior to operation of the inverter, the first code is compared to the second code and based on the comparison; the generation of the electrical power is enabled or disabled.",,Inverter is part of apparatus to prevent theft of electrical power,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=260&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,1,,,"[0001] The present application claims the benefit of U.S. patent application No. 61/180,940 filed May 26, 2009, the disclosure of which is incorporated by reference herein in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,TRUE,,,
