No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Classification Numbers,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations Granted Patent (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,SUBGROUP Inverter-Monitoring,Miscellaneous,Filing Year,Filing Date
355,2011,2012,12 Jan 12,US 2012/0006386 A1,"Christopher Stephen Klinga, Scott Franklin",,Solar Mounting/Rack; (Junction Box),"13/180,955",7/12/2011,Junction Cover for Photovoltaic Panel Modules,12 Jul 11,Individual,,,"(Boulder, CO)",CO,USA,"A junction cover for a photovoltaic (PV) panel module system that includes a PV panel mounting structure, a rail, a PV module with a junction box and wiring extending between the rail and the junction box. The junction cover encloses the wiring and includes a base section, a nose section and a pair of feet. The base section includes a plate with first and second side walls extending downwardly therefrom to first and second edges to define an interior with an interior surface. The nose section extends from the base section to an open end and has a top wall, two sides formed by the side walls of the base section and an open side. The feet are located on either side of the open end of the nose section and extend therefrom. The feet engage the rail to secure the junction cover in place to enclose the junction box and wiring.",,integrated PV panel junction box intended to protect electrical wiring from elements,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120006386%22.PGNR.&OS=DN/20120006386&RS=DN/20120006386,0,0,,"[0001] This application claims priority from provisional application Ser. No. 61/363,544, filed on Jul. 12, 2010, which claims priority to application Ser. No. 12/743,476, filed on Mar. 12, 2010, which claims priority to provisional application Nos. 61/159,677, filed Mar. 12, 2009 and 61/254,974, filed Oct. 26, 2009, all of which are hereby incorporated by reference herein in their entirety for all purposes.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2011,
401,2011,2012,12-Jan-12,US 2012/0008349 A1,Mesa P. Scharf,,Solar Inverter,"13/181,269",7/12/2011,POWER INVERTER SYSTEMS WITH HIGH-ACCURACY REFERENCE SIGNAL GENERATION AND ASSOCIATED METHODS OF CONTROL ,12-Jul-11,,,,"(Redmond, OR)",OR,USA,"Power converter systems with high accuracy signal generation and associated methods are disclosed herein. In one embodiment, a method for controlling an inverter coupled to a grid includes receiving data representing a voltage signal of the grid, analyzing the received data in frequency domain, and extracting a fundamental frequency component from the analyzed data in frequency domain. The method can also include calculating a waveform based on the fundamental frequency component and controlling an output of the inverter based on the calculated waveform.",Inverter control system for connecting to electric grid,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=104&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,,0,,"[0001] This application claims the benefit of U.S. Provisional Patent Application No. 61/363,644 filed Jul. 12, 2010 (entitled POWER INVERTER SYSTEMS WITH HIGH-ACCURACY REFERENCE SIGNAL GENERATION AND ASSOCIATED METHODS OF CONTROL), which is related to U.S. Provisional Patent Application No. 61/355,119 filed Jun. 15, 2010 (entitled GRID INTEGRATION OF PHOTOVOLTAIC INVERTERS WITH A NOVEL ISLAND DETECTION TECHNIQUE), each of which is incorporated herein by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2011,
407,2011,2012,9-Feb-12,US 2012/0033473 A1,Mesa P. Scharf,,Solar Inverter; Solar Monitoring,13/181216,7/12/2011,SYSTEMS AND METHODS FOR ELECTRICAL POWER GRID MONITORING USING LOOSELY SYNCHRONIZED PHASORS ,12-Jul-11,,,,"(Redmond, OR)",OR,USA,"The present disclosure describes systems and methods for monitoring an electrical power grid using loosely synchronized phasors. The grid can include a phasor measurement unit (PMU) that keeps a highly-accurate time, such as a time provided by GPS signals. A solar power inverter can include a clock that is synchronized to a less-accurate time, such as a time provided by a public time server or a radio time signal. The inverter can also include a PMU that generates phasors timestamped according to the less-accurate time. The inverter can receive phasors from the grid PMU. Although the grid and inverter phasors can be loosely synchronized in time, the inverter can analyze the grid and inverter phasors to determine a state of the grid. For example, the inverter can calculate a Pearson's correlation coefficient based on the grid and inverter phasors, and use the result to determine a state of the grid.",Inverters configured with phasors to monitor PV generated power in a grid,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=79&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,,,,"[0001] This application claims the benefit of U.S. Provisional Patent Application No. 61/363,643 filed Jul. 12, 2010 (entitled SYSTEMS AND METHODS FOR ELECTRICAL POWER GRID MONITORING USING LOOSELY SYNCHRONIZED PHASORS) which is related to the following applications: U.S. Provisional Patent Application No. 61/355,119 filed Jun. 15, 2010 (entitled GRID INTEGRATION OF PHOTOVOLTAIC INVERTERS WITH A NOVEL ISLAND DETECTION TECHNIQUE); U.S. Provisional Patent Application No. 61/363,634 filed Jul. 12, 2010 (entitled SYSTEMS AND METHODS FOR ISLANDING DETECTION, Attorney Docket No. 65564-8026.US01); and U.S. Provisional Patent Application No. 61/363,632 filed Jul. 12, 2010 (entitled SYSTEMS AND METHODS FOR DYNAMIC POWER COMPENSATION, SUCH AS DYNAMIC POWER COMPENSATION USING SYNCHROPHASORS, Attorney Docket No. 65564-8025.US01), each of which is also incorporated herein by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,TRUE,,TRUE,,2011,
331,2011,2012,9 Feb 12,US 2012/0033392 A1,"Boris Golubovic, Mudhafar Hassan-Ali, Kaochi Im, Abhijit Limaye",TYCO ELECTRONICS CORPORATION,Solar Mounting/Rack; (Junction Box),"13/184,281",7/15/2011,Modular Junction Box for a Photovoltaic Module,15 Jul 11,Established,Publicly Traded,Microinverter manufacturer,"Berwyn, PA",PA,USA,"A junction box for electrically connecting a photovoltaic (PV) module to a power distribution system, the PV module having a plurality of conductors for electrically connecting the PV module to the junction box. The junction box includes a housing having a mounting side configured to be mounted on the PV module and a power transfer structure mounted within the housing. The power transfer structure includes a plurality of conductive connectors and a transfer interface. Each conductive connector forms an electrical interface to the PV module. The transfer interface couples the junction box to the power distribution system. The junction box also includes a user-removable control board mounted within the housing. The power transfer structure interfaces with said control board to convey power from the PV module to the control board.",,Junction box and mount for PV systems,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120033392%22.PGNR.&OS=DN/20120033392&RS=DN/20120033392,0,0,,"[0001] This application claims priority to U.S. provisional patent application No. 61/372,065 filed Aug. 9, 2010, which is incorporated by reference in its entirety for all purposes.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2011,
175,2011,2011,24-Nov-11,US 2011/0284058 A1, Barry Cinnamon,"Andalay Solar, Inc.",Solar Mounting/Rack,"13/193,339",7/28/2011,MOUNTING SYSTEM FOR A SOLAR PANEL ,28-Jul-11,Established,Publicly Traded,,"(Saratoga, CA)",CA,USA,"An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.",Integrated solar module that attaches to roof with out rack,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110284058%22.PGNR.&OS=DN/20110284058&RS=DN/20110284058,0,0,,"[0001] This patent application claims priority under 35 USC .sctn.120 and a continuation of U.S. patent application Ser. No. 11/851,914, filed on Sep. 7, 2007. and titled ""Mounting System for a Solar Panel"" which in turn claims priority under 35 U.S.C. .sctn.120 to and is a divisional application of U.S. patent application Ser. No. 10/849,069, filed on May 18, 2004, entitled ""Mounting System for a Solar Panel,"" and is related to U.S. patent application Ser. No. 11/851,674, filed on Sep. 7, 2007 entitled ""Mounting System for a Solar Panel,"" all of which is incorporated herein by reference.",Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
393,2011,2012,24-May-12,US 2012/0126624 A1,"Richard Knight Hester, Sairaj Vijaykumar Dhople, Nagarajan Sridhar",TEXAS INSTRUMENTS INCORPORATED,Solar Inverter,"13/194,725",7/29/2011,HIGH EFFICIENCY WIDE LOAD RANGE BUCK/BOOST/BRIDGE PHOTOVOLTAIC MICRO-CONVERTER,29-Jul-11,Established,Publicly Traded,,"Dallas, TX",TX,USA,"Series strings of photovoltaic (PV) modules with integrated dc-dc microconverters that can function in buck, boost, or an intermediate bridge mode based on the load can harvest more energy than conventional central-inverter architectures, especially when the arrays are partially shaded or when the modules are mismatched. The integrated multi-mode dc-dc converter includes a maximum power point tracking (MPPT) algorithm that can track the true MPP, even when a PV module becomes partially-shaded, without scanning the entire output voltage range. The algorithm compares power levels only at a voltage that occurs when a bypass diode bypasses a portion of an associated PV module, and multiples thereof.",,Solar MPP method using micro-inverters,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=30&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,,,,"[0001] This application claims priority from U.S. provisional patent application No. 61/415,718, filed Nov. 19, 2010, which is assigned to the assignee hereof and incorporated herein by reference in its entirety.",Application Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,TRUE,,,,2011,
362,2011,2012,24-May-12,US 2012/0125408 A1,"Rene Reyes, Michael Murphy",,Solar Mounting/Rack,"13/195,110",8/1/2011,SOLAR PANEL RACKING ASSEMBLY AND SYSTEM,1-Aug-11,,,"Chemical,  materials manufacturer; pv panel maker","(Saddlebrook, NJ)",NJ,USA,"A racking system for a solar panel includes a solar panel support rack assembly, the solar panel support rack assembly being configured to be coupled to another solar panel support rack assembly. Each solar panel support rack assembly includes a first arm having a first end and a second end, the first arm configured to be coupled to a base structure, a second arm having a first end and a second end, the first end of the second arm coupled to the first end of the first arm, the second arm being disposed at an angle from the first arm, and a third arm having a first end and a second end, the first end of the third arm coupled to the second end of the first arm and the second end of the third arm coupled to the second end of the second arm. The second arm includes a first channel member and a second channel member, the first and second channel members being disposed on opposing sides of the second arm, and a stop member at the first end.",Solar PV rack system,,http://www.google.com/patents?id=zVcQAgAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA15#v=onepage&q=solar%20rack!&f=false,,,,,Application ,Solar Rack!,Utility,,,,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
335,2011,2012,9 Feb 12,US 2012/0031472 A1,"Palvin Chee Leong Chan, Yu Wang, Lang Guo, Xili Jiao","WUXI SUNTECH POWER CO., LTD",Solar Mounting/Rack,"13/197,101",8/3/2011,Support for Photovoltaic Module and Photovoltaic Module,3 Aug 11,Established,Publicly Traded,Integrated micro-inverter manufacturer,New District Wuxi,,China,"The present invention discloses a photovoltaic module and a support thereof. The photovoltaic module comprises a photovoltaic cell laminate and a support adapted to be mounted onto an installation surface. The support is connected to a back surface of the photovoltaic cell laminate and comprises a first connecting portion close to a front side of the photovoltaic cell laminate and a second connecting portion disposed close to a back side of the photovoltaic cell laminate. When a plurality of photovoltaic modules is mounted onto the installation surface, the first connecting portion of one photovoltaic module is engaged with the second connecting portion of another adjacent photovoltaic module, so that a relative position of the photovoltaic module and another adjacent photovoltaic module is maintained and the plurality of photovoltaic modules is mounted onto the installation surface.",Interlocking mounting system for PV panels,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=1&f=G&l=50&d=PG01&S1=20120031472&OS=20120031472&RS=20120031472,0,0,,"[0001] The present application claims priority to Chinese Patent Application No. 201010252429.1, filed Aug. 3, 2010, which is hereby incorporated by reference in its entirety.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
342,2011,2012,9 Feb 12,US 2012/0031862 A1,"Michael A. Belikoff, John Anthony Bellacicco, Henry B. Cabuhay, John Hartelius, Chris Mahn, Michael J. Monaco, Sharad Ramani, Mark Zeni",,Solar Mounting/Rack,"13/197,175",8/3/2011,FOLDING MOUNT FOR PHOTOVOLTAIC MODULES ,3 Aug 11,Individual,,,"(Mendham, NJ)",NJ,USA,"This invention relates to photovoltaic modules and arrays, methods of assembling photovoltaic arrays, and methods for shipping components of photovoltaic arrays.",mounting system can fold for easier shipping,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120031862%22.PGNR.&OS=DN/20120031862&RS=DN/20120031862,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
3,2012,2012,8 Feb 08,US 2012-0035897 A1,"Bell; Kevin; (Salt Lake City, UT)",Assignee information unavailable,Site Assessment,"13/198,611", 703/2,Solar Energy Computation and Planning System ,3 Aug 07,Unknown,Unknown,,"Salt Lake City, UT",UT,USA,"A solar information system may take terrain data with solar and atmospheric parameters to compute a solar dataset which may then be used by a service to provide derivative datasets, such as heat maps, solar panel advice or interactive web services.",estimates solar potential using geospatial data, ,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=359&f=G&l=50&d=PG01&s1=((solar.CLM.+OR+photovoltaic.CLM.)+AND+((((((((mapping.CLM.+OR+estimation.CLM.)+OR+obstruction.CLM.)+OR+potential.CLM.)+OR+site.CLM.)+OR+terrain.CLM.)+OR+access.CLM.)+OR+azimuth.CLM.)+OR+survey.CLM.))&p=8&OS=+((ACLM/solar+OR+ACLM/photovoltaic)+AND+((((((((ACLM/mapping+OR+ACLM/estimation)+OR+ACLM/obstruction)+OR+ACLM/potential)+OR+ACLM/site)+OR+ACLM/terrain)+OR+ACLM/access)+OR+ACLM/azimuth)+OR+ACLM/survey))&RS=((ACLM/solar+OR+ACLM/photovoltaic)+AND+((((((((ACLM/mapping+OR+ACLM/estimation)+OR+ACLM/obstruction)+OR+ACLM/potential)+OR+ACLM/site)+OR+ACLM/terrain)+OR+ACLM/access)+OR+ACLM/azimuth)+OR+ACLM/survey)),0, ,no,61370941,application search,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),utility,no,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),yes,TRUE,,,,,,,TRUE,,,,
316,2011,2012,15-Mar-12,US 2012/0060901 A1,Sandy Schnitzer,Mounting Systems GmbH,Solar Mounting/Rack,"13/199,547",8/31/2011,"Profile rail, support element and solar module arrangement formed therewith, in particular for transversal mounting of solar modules ",31-Aug-11,Established,Privately owned,,Rangsdorf,,Germany,"The invention relates to a profile rail in particular for supporting framed solar modules, including a rail element and two support arms, wherein at least one of the support arms protrudes from the rail element in a transversal direction (q) that is perpendicular to a longitudinal orientation of the profile rail, and wherein the support arms include support surfaces that are parallel to one another are at different elevations with respect to a lower edge of the profile rail with an elevation offset from one another in an elevation direction perpendicular to the transversal and longitudinal direction, and a support surface oriented in the transversal direction and arranged between the support arms, wherein the support surface bridges the elevation difference between the support arms at least partially.",Rail for mounting PV panels on roofs,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120060901%22.PGNR.&OS=DN/20120060901&RS=DN/20120060901,0,0,,"[0001] Reference is made to and priority claimed from German Patent Application Serial No. DE 10 2010 040 124.2, filed Sep. 1, 2010, entitled PROFILSCHIENE, HALTEELEMENT UND DAMIT GEBILDETE SOLARMODULANORDNUNG, INSBESONDERE FUR EINE QUERMONTAGE VON SOLARMODULEN.",Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
409,2011,2012,15-Jun-12,US 2012/0147564 A1,"Miles Clayton Russell, Gregory Allen Kern, Ruel Davenport Little, Zachary Adam King",,Solar Inverter,"13/200,190",9/20/2011,AC photovoltaic module and inverter assembly ,20-Sep-11,,,Electronics manufacturer,"(Concord, MA)",MA,USA,"An AC photovoltaic module includes a DC photovoltaic module for converting solar energy to DC electrical power, and an inverter for converting DC electrical power to AC electrical power, the inverter being adapted for connection to a frame portion of the module and being sized and configured, and provided with arrangements of electrical components thereof, to dispense heat from the inverter, whereby to prolong operational life and reliability of the inverter.",,Inverter is part of the PV AC module,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=20&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,,,,"[0001] This application claims priority from U.S. Provisional Patent Application No. 61/128,219, filed May 20, 2008 in the names of Miles Clayton Russell, Gregory Allen Kern, Ruel Davenport Little and Zachary Adam King.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,,2011,
333,2011,2012,9 Feb 12,US 2012/0031488 A1,"William E.S. KAUFMAN, Thomas C. Russell",WattLots LLC,Solar Mounting/Rack,"13/204,363",8/5/2011,PHOTOVOLTAIC CELL MODULE ASSEMBLY,5 Aug 11,,,Integrated Solar PV maker ,"Millington, NJ",NJ,USA,"A photovoltaic module comprises an elongated base member having first and second extensions shaped to define an elongated support plane along ends thereof, the elongated support plane extending in a direction of elongation for the elongated base member. The photovoltaic module also includes at least one photovoltaic cell assembly positioned at the ends of the elongated base member, extending generally along the elongated support plane. The elongated base member and the at least one photovoltaic cell assembly define a volume of space therein.",mounting system for long-style PV cells,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120031488%22.PGNR.&OS=DN/20120031488&RS=DN/20120031488,0,0,,"[0001] This application claims priority to U.S. Provisional Patent Application Ser. No. 61/371,485, incorporated herein in its entirety by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
267,2011,2011,8-Dec-11,US 2011/0298292 A1,"Sven Bremicker, Frank Greizer, Joachim Laschinski, Matthias Victor, Peter Simon",SMA Solar Technology AG,Solar Inverter; Solar Monitoring,"13/204,957",8/8/2011,PHOTOVOLTAIC SYSTEM FOR FEEDING THREE-PHASE CURRENT INTO A POWER GRID,8-Aug-11,Established ,Publicly Traded,Electronics Manufacturer,Niestetal,,Germany,"The invention relates to a photovoltaic system for feeding three-phase current to a power grid that includes several monophase or three-phase photovoltaic inverters that can be connected to the power grid at the output end and are each fitted with a disconnecting device at the output end. The system includes several photovoltaic generators that are connected to the input end of the photovoltaic inverters. A central control and monitoring unit is connected between the photovoltaic inverters and the power grid. The control and monitoring unit has a grid monitoring device at the feeding point to the grid to measure one or more grid parameters. At least one communication link is provided between the individual photovoltaic inverters or the individual disconnecting devices and the connected central control and monitoring unit such that the connecting devices can disconnect the individual photovoltaic inverters from the power grid by means of a control instruction signal of the communication link. The central control and monitoring unit includes a load unbalance recognition component and a load unbalance regulation component, wherein the regulation includes limiting the power variation between the individual phases to a predetermined value.",Power balancer for arranging inverters to balance power loads for grid use. ,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=111&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,,0,,"[0001] This application is a continuation in-part application of International Application No. PCT/EP2010/000509, filed Jan. 28, 2010, that claims priority to European Patent Application No. 09001865.6, filed Feb. 11, 2009.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,2011,
,2011,2012,23-Aug-12,US20120211000 A1,"Timothy Peter Allen, Zvi Gershony, Jung Shin Groon",Google Inc.,Solar Mounting/Rack,"13/209,730",8/15/2011,Systems and Methods for Solar Energy Management,15-Aug-11,Established,Publicly Traded,,"Mountain View, CA",CA,USA,"An apparatus includes a support member having a proximal end securable to a substantially fixed surface and a distal end opposite the proximal end; a solar energy member mounted to the support member at a location between the proximal and distal ends of the support member, where the solar energy member includes a first portion and a second portion arranged such that the support member extends substantially vertically between the two portions and the two portions are rotatable about a first axis to adjust azimuth of the solar energy member and about a second axis to adjust elevation of the solar energy member; and a plurality of cables, where each cable includes a first end secured to the distal end of the support member and a second end secured to a substantially fixed position, where the cables are configured to resist a wind load acting on the apparatus.",Ground-mounted PV mounting structure,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120211000%22.PGNR.&OS=DN/20120211000&RS=DN/20120211000,0,0,,"This application claims priority under 35 U.S.C. §119(e) to U.S. Provisional Patent Application Ser. No. 61/444,497 filed on Feb. 18, 2011, entitled “SYSTEMS AND METHODS FOR SOLAR ENERGY MANAGEMENT,” the entire contents of which are hereby incorporated by reference.",Application Search,Mounting (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
402,2011,2012,23-Feb-12,US 2012/0043923 A1,"Alexandr Ikriannikov, Anthony J. Stratakos",,Solar Inverter,"13/211,984",8/17/2011,"System, Method, Module, And Energy Exchanger For Optimizing Output Of Series-Connected Photovoltaic And Electrochemical Devices ",17-Aug-11,,,Solar Panel Maker,"(Castro Valley, CA)",CA,USA,An energy transfer device for solar power systems operates to draw power from high-producing photovoltaic devices and apply that power across low-producing photovoltaic devices. An embodiment is a self-regulating energy exchanger using bidirectional DC-DC converters that operates to maintain uniform voltage across each series-connected photovoltaic device. An alternative embodiment is an energy exchanger that is controlled to maintain each of several series-connected photovoltaic devices at a maximum power point by drawing power from high-performing devices and applying that power across low-performing devices to provide uniform current among series-connected photovoltaic devices.,Device to level out power input to inverters,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=74&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,,,,"[0001] The present document claims priority under 35 U.S.C. 119(e) from U.S. Provisional Patent Application No. 61/374,991 filed 18 Aug. 2010, which is incorporated herein by reference.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,,2011,
332,2011,2012,23-Feb-12,US 2012/ 0043818 A1,"Anthony J. Stratakos, Michael D. McJimsey, Ilija Jergovic, Alexandr Ikriannikov, Artin Der Minassians, Kaiwei Yao, David B. Lidsky, Marco A. Zuniga, Ana Borisavljevic",VOLTERRA SEMICONDUCTOR CORPORATION,Solar Mounting/Rack,13/212013,8/17/2011,Switching Circuits For Extracting Power From An Electric Power Source And Associated Methods ,17-Aug-11,,,,"Fremont, CA",Ca,USA,"An electric power system includes N electric power sources and N switching circuits, where N in an integer greater than one. Each switching circuit includes an input port electrically coupled to a respective one of the N electric power sources, an output port, and a first switching device adapted to switch between its conductive and non-conductive states to transfer power from the input port to the output port. The output ports of the N switching circuits are electrically coupled in series and to a load to establish an output circuit. Each of the N switching circuits uses an interconnection inductance of the output circuit as a primary energy storage inductance of the switching circuit.",,System of connecting circuits within PV arrays,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=84&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,,0,,"[0001] This application claims benefit of priority to U.S. Provisional Patent Application Ser. No. 61/375,012 filed Aug. 18, 2010, which is incorporated herein by reference.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2011,
