No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Classification Numbers,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations Granted Patent (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,SUBGROUP Inverter-Monitoring,Miscellaneous,Filing Year,Filing Date
,2012,2-Oct-12,3-Feb-11,US 2011/0026282 A1,"Patrick L. Chapman, Brian T. Kuhn, Robert S. Balog, Jonathan W. Kimball, Philip T. Krein, Alexander Gray","SolarBridge Technologies, Inc. ",Solar Inverter,8279642,363/39; 363/45; 363/40,Apparatus for converting direct current to alternating current using an active filter to reduce double-frequency ripple power of bus waveform ,21-Sep-09,Established,Privately owned,Integrated Solar PV systems ,"Austin, TX",TX,USA,"An inverter for converting an input direct current (DC) waveform from a DC source to an output alternating current (AC) waveform for delivery to an AC grid includes an input converter, an output converter, and an active filter, each of which is electrically coupled to a bus. The bus may be a DC bus or an AC bus. The input converter is configured to convert the input DC waveform to a DC or AC bus waveform. The output converter is configured to convert the bus waveform to the output AC waveform at a grid frequency. The active filter is configured to reduce a double-frequency ripple power of the bus waveform by supplying power to and absorbing power from the power bus.",Filter to smooth power conversion process in microinverters,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,279,642.PN.&OS=PN/8,279,642&RS=PN/8,279,642",0,5,,"
This application claims priority under 35 U.S.C. .sctn.119(e) to U.S. Provisional Patent Application Ser. No. 61/230,546 entitled ""Apparatus for Converting Direct Current to Alternating Current,"" by Robert S. Balog, Jr. et al., which was filed on Jul. 31, 2009, the entirety of which is hereby incorporated by reference.

Cross-reference is made to U.S. patent application Ser. No. 12/563,499 entitled ""Apparatus for Converting Direct Current to Alternating Current"" by Patrick P. Chapman et al., which was filed on Sep. 21, 2009, and to U.S. patent application Ser. No. 11/871,015 entitled ""Methods for Minimizing Double-Frequency Ripple Power in Single-Phase Power Conditioners"" by Philip T. Krein. et al., which was filed on Oct. 11, 2007, the entirety of both of which is incorporated herein by reference. ",Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,,,,,,2009,21/09/2009
,2012,9-Oct-12,12-Apr-12,US 2012/0087158 A1,"Patrick Chapman, Philip Krein","SolarBridge Technologies, Inc. ",Solar Inverter,8284574,"363/41
363/132",Method and apparatus for controlling an inverter using pulse mode control ,13 Dec 11,Established,Privately owned,Plug -n-play solar panel manufacturer,"Austin, TX",TX,USA,"A method and apparatus for controlling an inverter includes operating the inverter in a one of a normal run mode or a pulse mode depending on one or more criteria. When operating in the pulse mode, the inverter generates a sinusoidal output pulse waveform including a plurality of pulses having a determined pulse width. The pulse width is less than a half-wave period of a full-cycle sinusoidal waveform and may be determined as function of, for example, the output power of the inverter, a grid voltage, and/or other criteria.",,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,284,574.PN.&OS=PN/8,284,574&RS=PN/8,284,574",0,0,,"The present application claims priority under 35 U.S.C. .sctn.119(e) to U.S. Provisional Patent Application Ser. No. 61/548,018, entitled ""METHOD AND APPARATUS FOR CONTROLLING AN INVERTER USING PULSE MODE CONTROL"" by Patrick Chapman et al., which was filed on Oct. 17, 2011, the entirety of which is hereby incorporated by reference.",Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,,,,,,2011,13/12/2011
,2012,16-Oct-12,,,Andrew Foss,Texas Instruments Incorporated,Solar Inverter; Solar Monitoring,8289183,"340/870.2
361/91.1",System and method for solar panel array analysis ,24-Apr-09,Established,Publicly Traded,PV systems maker,"Dallas, TX",TX,USA,"A system and method for monitoring performance of one or more solar panels in a photovoltaic array. The system and method includes a number of sensors are configured to measure an output of individual solar panels. A telemetry gateway collects data from the sensors and transmits the collected data to a monitoring system. The monitoring system includes an event signature recognizer; a trend analyzer; and a symmetry analyzer. The monitoring system detects events, trends and solar panel array asymmetry. Additionally, the monitoring system displays realtime graphs, proposed corrective actions, and alerts via a user interface.",Series of microinverters contain mechanism for collecting data to monitoring solar output.,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,289,183.PN.&OS=PN/8,289,183&RS=PN/8,289,183",0,,,"The present application is related to U.S. Provisional Patent No. 61/047,870, filed Apr. 25, 2008, entitled ""SOLAR ARRAY ANALYSIS SYSTEM"". The present application hereby claims priority under 35 U.S.C. .sctn.119(e) to U.S. Provisional Patent No. 61/047,870.",Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,,TRUE,,TRUE,,,24/04/2009
7,2012,15 Oct 08,14-Nov-08,US 2012/0065936 A1,Singamsetti; V N S Raju,General Electric Company,Solar Monitoring,8290745,702/183 ; 320/101; 702/63,Systems and methods for identifying faulty sensors within a power generation system,16 Dec 06,Established ,Publicly Traded,"Energy, technology infrastructure, capital finance, and consumer & industrial conglomerate","Schenectady, NY",NY,USA,"A photovoltaic (PV) power generation system is described. The system includes at least one PV module comprising a plurality of PV cells, a plurality of sensors, and a processing device communicatively coupled to the plurality of sensors. The processing device is configured to determine a power output each of the plurality of PV cells, receive data from the plurality of sensors, and identify a faulty sensor within the plurality of sensors based at least partially on the determined power output and the received data.", ,complete system with monitoring component,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=6&p=1&f=G&l=50&d=PTXT&S1=(((solar.CLTX.+or+solar.DCTX.)+AND+((monitor.CLTX.+or+monitor.DCTX.)+OR+(monitoring.CLTX.+or+monitoring.DCTX.)))+OR+((photovoltaic.CLTX.+or+photovoltaic.DCTX.)+AND+((monitor.CLTX.+or+monitor.DCTX.)+OR+(monitoring.CLTX.+or+monitoring.DCTX.))))&OS=+(ACLM/solar+AND+(ACLM/monitor+OR+ACLM/monitoring))+OR+(ACLM/photovoltaic+AND+(ACLM/monitor+OR+ACLM/monitoring))&RS=((ACLM/solar+AND+(ACLM/monitor+OR+ACLM/monitoring))+OR+(ACLM/photovoltaic+AND+(ACLM/monitor+OR+ACLM/monitoring))),0,6,no,,Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),utility,only application,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),yes,TRUE,,http://www.ge.com/,,,,TRUE,,,,,16/12/2006
,2012,23 Oct 12,2 Feb 12,US 2012/0024356 A1,"Jonathan Botkin, Simon Graves, Matt Danning, Matthew Culligan",Sunpower Corporation,Solar Mounting/Rack,8291654," 52/173.3
136/244
136/251
126/623",PHOTOVOLTAIC MODULE KIT INCLUDING CONNECTOR ASSEMBLY FOR NON-PENETRATING ARRAY INSTALLATION ,12 Oct 11,Established,Publicly Traded,PV systems maker,"Berkeley, CA",CA,USA,"A PV module kit for non-penetrating rooftop installation, including a plurality of PV modules and a plurality of connectors. Each of the PV modules includes a PV laminate and a frame forming a mounting region assembled thereto. The connectors include a male connector having a male fastener extending from a head, and a female connector having a female fastener assembled within a head. The heads are entirely formed of plastic. The kit provides a mounted array state including a junction at which the mounting region of at least two of the PV modules are aligned and interconnected by engagement of the male connector with the female connector. The so-formed junction is substantially electrically insulated. The plurality of connectors can further include a spacer connector including a head forming a bore sized to slidably receive the male fastener, with all of the connector heads being identical.",Mounting system with fasteners to reduce roof-top penetration,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,291,654.PN.&OS=PN/8,291,654&RS=PN/8,291,654",0,,This invention was made with Government support under Contract No. DE-FC36-07GO17043 awarded by the United States Department of Energy. The Government has certain rights in this invention.,"This application is a continuation of U.S. patent application Ser. No. 12/492,680, filed Jun. 26, 2009, which claims the benefit of U.S. Provisional Application No. 61/076,479, filed Jun. 27, 2008, the entire contents of which are hereby incorporated by reference herein. This application also relates to U.S. application Ser. No. 12/492,640 entitled ""Ballasted Photovoltaic Module and Module Arrays"" U.S. application Ser. No. 12/492,729 entitled ""Photovoltaic Module with Removable Wind Deflector"" U.S. application Ser. No. 12/492,802 entitled ""Photovoltaic Module and Module Arrays"" U.S. application Ser. No. 12/492,838 entitled ""Photovoltaic Module with Drainage Frame "" all of which were filed on even date herewith and the teachings of each of which are incorporated herein by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,12/10/2011
,2012,23 Oct 12,7 Oct 10,US 2010/0252092 A1,Carl J.S. Lenox,Sunpower Corporation,Solar Mounting/Rack,8294022,"136/246; 257/431
257/433
136/259
136/244",PHOTOVOLTAIC ARRAY WITH MINIMALLY PENETRATING ROOFTOP SUPPORT SYSTEM ,1 Apr 09,Established ,Publicly Traded,,"San Jose, CA",USA,USA,"A photovoltaic array including a plurality of photovoltaic assemblies and a plurality of mounting units. The mounting units each include an elongate rail and a plurality of leg assemblies. The rail is sized and configured to maintain a portion of at least two of the photovoltaic assemblies, with the leg assemblies extending from the rail in a spaced-apart fashion and terminating in a foot for placement against a rooftop structure for minimally penetration installation. Further, at least one of the leg assemblies can include a retractable leg. When the photovoltaic array is installed to a rooftop structure including a membrane intermittently secured to a rooftop deck, the retractable leg accommodates upward billowing of the membrane under windy conditions.",Roof top mounting system for PV that reduces punctures in roofs material,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,294,022.PN.&OS=PN/8,294,022&RS=PN/8,294,022",0,0,[0001] This invention was made with Government support under Contract No. DE-FC36-07GO17043 awarded by the United States Department of Energy. The Government has certain rights in this invention.,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2009,01/04/2009
6,2012,22 Oct 08,10 Mar 06,US 2010/0060016 A1,Jeffrey Allen Hunter,"F3 & I2, LLC",Solar Monitoring,8294286,290/1R; 290/55; 320/109,Network of Energy Generating Modules for Transfer of Energy Outputs,27 Oct 05,Unknown,Unknown,Unknown,"Troy, OH",OH,USA,"A network of energy generating modules includes a plurality of energy generating modules positioned over a geographic area and a network monitoring station. The energy generating modules may include enclosures and energy-transfer receptacles. The enclosures are configured to maintain an energy generating device capable of generating an energy output, and the energy-transfer receptacles are configured to be coupled to the energy generating device and to transfer the energy outputs to energy consuming devices. The energy generating modules are communicably linked to a communications network. In other embodiments, the network of energy generating modules further includes a network monitoring station configured to communicate with the energy generating modules over the communications network to monitor one or more conditions of the energy generating modules. ",Power system monitoring,,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8294286,2,,,"Continuation in part of 7,619,319",Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,27/10/2005
,2012,23 Oct 12,19-Nov-09,US 2009/0283130 A1,"Jack Arthur Gilmore, Eric Seymour","ADVANCED ENERGY INDUSTRIES, INC.",Solar Mounting/Rack,8294296,"307/45
136/261
136/243
136/265
136/244","SYSTEM, METHOD, AND APPARATUS FOR REMOTELY COUPLING PHOTOVOLTAIC ARRAYS ",21-Jul-09,Established ,Publicly Traded,power conversion product manufacturer,"Fort Collins, CO",CO,USA,"System, methods and apparatus for coupling photovoltaic arrays are disclosed. The apparatus may include a first input adapted to couple to a neutral line of a first photovoltaic array; a second input adapted to couple to a neutral line of a second photovoltaic array; a contactor configured to switchably couple the neutral line of a first photovoltaic array to the a neutral line of a second photovoltaic array, the contactor being remotely controllable.",,Innovation is in linkage of PV arrays and connections to power conversion system. ,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,294,296.PN.&OS=PN/8,294,296&RS=PN/8,294,296",0,3,,"[0001] The present application is a continuation-in-part of U.S. application Ser. No. 12/184,535, filed Aug. 1, 2008, entitled System, Method, and Apparatus for Coupling Photovoltaic Arrays, which is a continuation-in-part of U.S. application Ser. No. 12/022,147, filed Jan. 29, 2008 entitled System and Method for Ground Fault Detection and Interruption and claims priority to provisional patent application No. 60/953,875, filed Aug. 3, 2007, entitled: High Power Photovoltaic System and Method, both of which are incorporated by reference herein in their entirety.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2009,21/07/2009
,2012,23-Oct-12,15-Sep-11,US 2011/0221274 A1,"David Eaglesham, Christopher Thompson, Michael Schenck","First Solar, Inc.",Solar Inverter,8294303,307/112,Photovoltaic grounding ,11-Mar-10,Established ,Publicly Traded,Solar systems manufacturer,"Perrysburg, OH",OH,USA,"Embodiments disclosed include photovoltaic power systems and methods for manufacturing the same. A photovoltaic power system can include a photovoltaic array, a DC to AC inverter, a positive conductor electrically connecting a positive inverter terminal of the DC to AC inverter to the positive array terminal and a negative conductor electrically connecting a negative inverter terminal of the DC to AC inverter to the negative array terminal, a positive-conductor ground electrically connected by a switch to the positive conductor, and a negative-conductor ground electrically connected by a switch to the negative conductor.",,Device that can allow remote switching of grounding equipment in PV system. ,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,294,303.PN.&OS=PN/8,294,303&RS=PN/8,294,303",0,0,,,Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,,,,,,2010,11/03/2010
,2012,23-Oct-12,12-Aug-10,US 2010/0204844 A1,"Philip Rettger, Marvin Keshner, Alexandra Katrina Pligavko, Jackson Moore, Bodo W. Littmann","ETM Electromatic, Inc.",Solar Monitoring,8295989,"700/291
700/295
706/46",Local power tracking for dynamic power management in weather-sensitive power systems ,12-Feb-09,,,,"Newark, CA",CA,USA,"A power source affected by a geographically propagating condition (e.g. a weather-related condition) is monitored to detect changes in its power output. Characteristics of the monitored changes are analyzed to detect whether the changes are being caused by a geographically-propagating condition that could affect other power sources nearby. The information obtained from the measurements is used to extrapolate impending power-output changes in the same source, in one or more other sources, or in a collection of sources subject to effects of the propagating condition. The extrapolations enable one or more power generating systems associated with the source(s) to maintain the changes in its total power output within operating requirements.",,System for managing power production based on Weather conditions; Inverter will power down or up based on sunlight conditions,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,295,989.PN.&OS=PN/8,295,989&RS=PN/8,295,989",0,,,"The present application is a continuation-in-part of U.S. application Ser. No. 12/320,715, filed Feb. 3, 2009, titled, ""Dynamic Management of Power Production in a Power System Subject to Weather-Related Factors"".",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,2009,12/02/2009
,2008,30-Oct-12,29-Apr-10,US 2010/0106339 A1,"Ruel Davenport Little, Zachary Adam King",GreenRay Inc. ,Solar Monitoring,8300439,"363/71
363/141, 363/144, 307/82, 363/95",Data acquisition apparatus and methodology for self-diagnosing of AC modules ,27-Feb-08,Start-up,Privately owned,Renewable energy systems,"Westford, MA",MA,USA,"Method and apparatus for monitoring, measuring and recording the operating values of each of a plurality of inter-connected AC PV modules and performing a diagnostic analysis, including comparing the those operating values to each other and to operating values recorded at an earlier time to determine laminate degradation and the performance-attenuating effect of temperature, soiling, shading, and snow cover on the modules.",Inverter is configured to transmit data  from PV system,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,300,439.PN.&OS=PN/8,300,439&RS=PN/8,300,439",0,0,,,Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,FALSE,FALSE,TRUE,,TRUE,,2008,27/02/2008
,2012,6 Nov 12,24-Nov-11,US 2011/0285205 A1,"Anatoli Ledenev, Robert M. Porter","AMPT, LLC",Solar Inverter ,8304932,307/82,Efficient Solar Energy Power Creation Systems,27-Jul-11,Start-up,Privately owned,Solar Power tracking and communications; ,"Fort Collins, CO",CO,USA,"Different systems to achieve solar power conversion are provided in at least three different general aspects, with circuitry that can be used to harvest maximum power from a solar source (1) or strings of panels (11) for DC or AC use, perhaps for transfer to a power grid (10) three aspects can exist perhaps independently and relate to: 1) electrical power conversion in a multimodal manner, 2) alternating between differing processes such as by an alternative mode photovoltaic power converter functionality control (27), and 3) systems that can achieve efficiencies in conversion that are extraordinarily high compared to traditional through substantially power isomorphic photovoltaic DC-DC power conversion capability that can achieve 99.2% efficiency or even only wire transmission losses. Switchmode impedance conversion circuits may have pairs of photovoltaic power series switch elements (24) and pairs of photovoltaic power shunt switch elements (25).",,"method of converting power, inverter is portion of the system","http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,304,932.PN.&OS=PN/8,304,932&RS=PN/8,304,932",0,0,,"[0001] This application is a continuation of U.S. application Ser. No. 12/955,704, filed Nov. 29, 2010, which is a continuation of U.S. application Ser. No. 12/682,889, filed Apr. 13, 2010, now U.S. Pat. No. 7,843,085, issued Nov. 30, 2010, which is the United States National Stage of International Application No. PCT/US2008/057105, filed Mar. 14, 2008, which claims benefit of and priority to U.S. Provisional Application No. 60/980,157, filed Oct. 15, 2007, U.S. Provisional Application No. 60/982,053, filed Oct. 23, 2007, and U.S. Provisional Application No. 60/986,979, filed Nov. 9, 2007, each said patent application and any priority case hereby incorporated herein by reference.",Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,FALSE,,,,2011,27/07/2011
,2012,6 Nov 12,24-Dec-09,US 2009/0316447 A1,"Jin Wook KIM, Sung Soo HONG, Sang Kyoo HAN, Chung Wook ROH, Jong Sun KIM, Sang Hun LEE, Jae Sun WON, Dong Seong OH, Jong Hae KIM","SAMSUNG ELECTRO-MECHANICS CO., LTD.",Solar Inverter,8305058,"323/282; 323/222; 323/223; 323/285
323/284",POWER SUPPLY HAVING MAXIMUM POWER POINT TRACKING FUNCTION,31 Oct 08,Established,Publicly Traded,Residential and commericial Solar Systems installer,Suwon,,Korea,"The present invention relates to power supplies, and more particularly, to a power supply having a maximum power point tracking function that can reduce manufacturing costs and circuit size by using a maximum power point tracking section with a simplified circuit in a solar photovoltaic power generator supplying power using sunlight instead of using a micro controller, the maximum power point tracking section that controls power switching according to a result of integration of a value obtained by dividing a power variation by a voltage variation to track a maximum power value. A power supply having a maximum power point tracking function according to an aspect of the invention may include: a converter section switching input power, and converting the switched input power into predetermined DC power; and a maximum power point tracking section detecting a voltage and a power value of the input power, dividing a variation of the detected power by a variation of the detected voltage, integrating a result of the division, and controlling the switching operation of the converter section according to a value of the integration.",Inverter has MPPT systems integrated to enable efficient voltage levels to convert to AC,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,305,058.PN.&OS=PN/8,305,058&RS=PN/8,305,058",0,,,This application is related to patent: 7940032,Patent Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2008,31/10/2008
,2012,13 Nov 12,19-May-11,US 2011/0114810 A1,"Stefan Jonas, Lutz Redmann",JONAS & REDMANN AUTOMATIONSTECHNIK GMBH,Solar Mounting/Rack,8307997,8/30/2008,Mounting Device for Disk-Shaped Substrates such as Solar Wafers,30-Aug-08,Established,Privately owned,Electrical system parts,Berlin,,Germany,"The invention relates to a mounting device for solar wafers (2), comprising at least one comb-like holder (1) having an elongated web (3), on which along the longitudinal extension thereof a plurality of comb elements (4) arranged at equal distances from each other are provided, wherein between the surfaces of neighboring comb elements (4) facing each other at least one recess (5 or 6) is formed, which comprises a contact surface (7) and a guiding surface (8) for the solar wafer (2) to be inserted into the recess (5 or 6). For the secure holding and mounting of the solar wafer in the mounting device, a mounting gap (9) is provided between the neighboring comb elements (4) of the elongated web (3) of the at least one comb-like holder (1), wherein the outer contour (u.sub.S) of said gap comprises the contact surface (7) and the guiding surface (8), having an arbitrary width (b.sub.H) of two recesses (5 and 6) that are offset from each other, the depths (t.sub.1) or (t.sub.2) thereof being smaller than the total depth (t.sub.ges) of each comb element (4), wherein the depth (t.sub.1) and the depth (t.sub.2) together form the total depth (t.sub.ges) of each comb element (4), and the outer contour (u.sub.A1 or u.sub.A2) of the recesses (5 or 6) comprises a groove (10) having a slanted surface section (11) on the web side that is located in a plane (12) running in an inclined manner to the plane (13) of the support surface (7) of the outer contour (u.sub.S) of the mounting gap (9) such that when the bottom edge (21) of the solar wafer (2) and the slanted surface section (11) of the groove (10) of the outer contour (u.sub.A1 or u.sub.A2) become engaged it is glidingly displaced into a predetermined position due to gravity. In said position, upon rotating the comb-like holder (1) about a predetermined acute angle (.phi.) to the vertical line on the support surface (7) of the outer contour (u.sub.S) of the mounting gap (9), the solar wafer (2) is brought with the surface (13) thereof facing the support surface (7) in planar contact with the support surface (7). At the same time, a tolerance (14) between the surface (22) of the solar wafer (2) facing away from the support surface (7) and the guiding surface (8) of the outer contour (u.sub.S) of the mounting gap (9) extending parallel to the support surface (7) is provided in said position.",Mounting devices and system for disk-PV wafers,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,307,997.PN.&OS=PN/8,307,997&RS=PN/8,307,997",0,0,,,Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2008,30/08/2008
,2012,13 Nov 12,16-Feb-06,US 2006/0032527 A1,"Gary Don Stevens, Milfred Dale Hammerbacher, Glen Alexander Crossley, Brett Michael Barnes, My Thi Hoai Hoang",Spheral Solar Power Inc.,Solar Mounting/Rack,8309840,"136/251; 126/622; 52/173.3; 126/623
136/244
52/173.1",Solar panel overlay and solar panel overlay assembly ,27-Jul-05,,,"Solar monitoring, harvesting firm",Cambridge,,Canada,A solar panel overlay for mounting on an underlying roof deck comprises a substrate and at least one row of photovoltaic cells on the substrate. The photovoltaic cells define a solar collecting surface having an appearance mimicking that of the underlying roof deck. A solar panel overlay assembly comprising a plurality of interconnect solar panel overlays is also provided.,Solar panels that can be applied direclty to roof surface; mimicking the appearance of roof tiles.,,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,309,840.PN.&OS=PN/8,309,840&RS=PN/8,309,840",0,16,,"[0001] The present application claims the benefit of U.S. Provisional Patent Application No. 60/591,666 filed on Jul. 27, 2004 for an invention entitled ""Modular Solar Panel Overlay and Overlay Assembly"".",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2005,27/07/2005
5,2012,12 Nov 08,9 Dec 05,US 2009-0302681 A1,"Yamada; Kazuo; ( Nara, JP) ; Matsui; Ryoji; (Nara, JP) ; Yagi; Ayumi; (Nara, JP) ; Yoshimi; Naoki; (Nara, JP)",SHARP KABUSHIKI KAISHA,Solar Inverter; Solar Monitoring,8310094,307/46; 320/101; 320/126; 700/286,POWER SUPPLY SYSTEM ,24 Jan 03,Unknown,Unknown,Unknown,OSAKA-SHI,,JP,"A power supply system capable of smoothing photovoltaic generation output, and enabling time shift is provided. A power supply system including a DC power supply string in which a storage battery is connected in parallel to a DC power supply; and a DC/AC power conversion device for connecting the DC power supply string to a power system or a load is provided. A switch is connected between the DC power supply and the storage battery, where an output power of the DC power supply or a combined output power of the DC power supply and the storage battery is switched and supplied to the DC/AC power conversion device by the switch. The photovoltaic generation output is thereby smoothed, and time shift is enabled.",Solar power supply and storage that contains devices intended to smooth DC power current for AC conversion; complete system with monitoring component,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=8310094.PN.&OS=PN/8310094&RS=PN/8310094,0,1,no,,application search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),utility,yes,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),yes,TRUE,,,complete system,TRUE,,TRUE,,,,,24/01/2003
